Term Amount,Add Array Memory,Add Array Time,Add List Memory,Add List Time,Generate Array Memory,Generate Array Time,Generate List Memory,Generate List Time,Multiply Array Memory,Multiply Array Time,Multiply List Memory,Multiply List Time,Process Array Memory,Process Array Time,Process List Memory,Process List Time
Term Amount,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List
450,43336,0.103,57352,0.153,7200,0.015,14400,0.06,4729736,23.092,4630776,29.663,0,0.027,0,0.027
450,43336,0.109,57352,0.145,7200,0.016,14400,0.055,4729736,29.542,4630776,27.866,0,0.027,0,0.027
460,44184,0.107,58584,0.162,7360,0.016,14720,0.056,5396672,25.41,5842688,34.714,0,0.028,0,0.032
460,44184,0.107,58584,0.145,7360,0.023,14720,0.056,5396672,27.54,5842688,37.403,0,0.032,0,0.028
460,44184,0.113,58584,0.148,7360,0.024,14720,0.057,5396672,24.571,5842688,29.346,0,0.027,0,0.032
460,44184,0.103,58584,0.15,7360,0.021,14720,0.056,5396672,33.396,5842688,30.226,0,0.027,0,0.027
460,44184,0.11,58584,0.144,7360,0.022,14720,0.062,5396672,24.827,5842688,33.489,0,0.028,0,0.027
470,45464,0.107,59992,0.162,7520,0.022,15040,0.065,5437632,25.616,5842688,41.012,0,0.027,0,0.033
470,45464,0.112,59992,0.153,7520,0.02,15040,0.058,5437632,31.156,5842688,31.28,0,0.028,0,0.03
470,45464,0.103,59992,0.158,7520,0.021,15040,0.058,5437632,28.192,5842688,35.638,0,0.033,0,0.028
470,45464,0.102,59992,0.169,7520,0.017,15040,0.057,5437632,26.736,5842688,31.705,0,0.028,0,0.034
470,45464,0.101,59992,0.153,7520,0.016,15040,0.057,5437632,25.898,5842688,36.002,0,0.028,0,0.028
480,46336,0.113,61280,0.174,7680,0.017,15360,0.064,5053912,36.925,4811640,32.387,0,0.028,0,0.033
480,46336,0.106,61280,0.158,7680,0.023,15360,0.058,5053912,33.819,4811640,29.513,0,0.028,0,0.028
480,46336,0.108,61280,0.165,7680,0.024,15360,0.058,5053912,31.445,4811640,29.097,0,0.029,0,0.029
480,46336,0.113,61280,0.158,7680,0.025,15360,0.057,5053912,36.131,4811640,35.019,0,0.028,0,0.029
480,46336,0.107,61280,0.168,7680,0.022,15360,0.058,5053912,26.89,4811640,29.139,0,0.033,0,0.034
490,47040,0.111,62176,0.175,7840,0.022,15680,0.064,5146072,28.714,4906280,30.43,0,0.029,0,0.035
490,47040,0.116,62176,0.16,7840,0.022,15680,0.065,5146072,41.154,4906280,35.322,0,0.029,0,0.029
490,47040,0.108,62176,0.16,7840,0.022,15680,0.059,5146072,35.165,4906280,31.659,0,0.029,0,0.029
490,47040,0.106,62176,0.166,7840,0.024,15680,0.059,5146072,32.513,4906280,30.417,0,0.029,0,0.029
490,47040,0.106,62176,0.16,7840,0.022,15680,0.059,5146072,39.474,4906280,35.382,0,0.029,0,0.035
500,47888,0.11,63408,0.183,8000,0.026,16000,0.06,5847920,30.349,6320880,34.488,0,0.035,0,0.037
500,47888,0.115,63408,0.17,8000,0.026,16000,0.103,5847920,28.227,6320880,34.357,0,0.03,0,0.03
500,47888,0.118,63408,0.163,8000,0.023,16000,0.087,5847920,31.145,6320880,47.674,0,0.03,0,0.029
500,47888,0.112,63408,0.168,8000,0.023,16000,0.073,5847920,27.652,6320880,41.276,0,0.03,0,0.03
500,47888,0.112,63408,0.163,8000,0.023,16000,0.061,5847920,30.611,6320880,45.868,0,0.029,0,0.036
510,49456,0.122,65488,0.185,8160,0.024,16320,0.061,5888880,35.895,6320880,39.652,0,0.031,0,0.037
510,49456,0.116,65488,0.172,8160,0.026,16320,0.061,5888880,29.634,6320880,35.235,0,0.092,0,0.031
510,49456,0.112,65488,0.174,8160,0.023,16320,0.061,5888880,29.139,6320880,39.082,0,0.038,0,0.03
510,49456,0.117,65488,0.169,8160,0.023,16320,0.07,5888880,34.498,6320880,34.725,0,0.03,0,0.031
510,49456,0.122,65488,0.172,8160,0.027,16320,0.062,5888880,28.679,6320880,42.029,0,0.031,0,0.036
520,50160,0.124,66384,0.191,8320,0.018,16640,0.063,5474152,31.54,5242416,45.424,0,0.031,0,0.037
520,50160,0.114,66384,0.173,8320,0.018,16640,0.062,5474152,33.657,5242416,73.566,0,0.031,0,0.031
520,50160,0.119,66384,0.164,8320,0.018,16640,0.063,5474152,29.835,5242416,63.478,0,0.031,0,0.031
520,50160,0.124,66384,0.177,8320,0.028,16640,0.063,5474152,29.341,5242416,36.998,0,0.037,0,0.031
520,50160,0.117,66384,0.17,8320,0.018,16640,0.077,5474152,29.923,5242416,33.877,0,0.031,0,0.031
530,50816,0.119,67168,0.19,8480,0.018,16960,0.071,5566312,32.745,5244320,37.501,0,0.031,0,0.043
530,50816,0.123,67168,0.164,8480,0.018,16960,0.07,5566312,31.332,5244320,38.955,0,0.031,0,0.032
530,50816,0.129,67168,0.172,8480,0.018,16960,0.063,5566312,33.366,5244320,36.355,0,0.031,0,0.031
530,50816,0.129,67168,0.163,8480,0.019,16960,0.063,5566312,44.186,5244320,39.92,0,0.032,0,0.031
530,50816,0.118,67168,0.163,8480,0.018,16960,0.077,5566312,30.937,5244320,34.527,0,0.036,0,0.046
540,51712,0.131,68512,0.182,8640,0.019,17280,0.07,5658472,31.383,5193080,35.243,0,0.032,0,0.044
540,51712,0.124,68512,0.165,8640,0.019,17280,0.065,5658472,31.822,5193080,43.248,0,0.032,0,0.032
540,51712,0.122,68512,0.163,8640,0.018,17280,0.065,5658472,30.609,5193080,40.587,0,0.032,0,0.032
540,51712,0.118,68512,0.18,8640,0.019,17280,0.069,5658472,59.528,5193080,40.521,0,0.032,0,0.032
540,51712,0.129,68512,0.17,8640,0.025,17280,0.065,5658472,51.173,5193080,35.726,0,0.037,0,0.037
550,53016,0.134,69912,0.181,8800,0.026,17600,0.083,5750632,60.766,5368808,38.404,0,0.033,0,0.038
550,53016,0.13,69912,0.174,8800,0.024,17600,0.066,5750632,40.41,5368808,41.913,0,0.032,0,0.033
550,53016,0.12,69912,0.168,8800,0.027,17600,0.077,5750632,41.364,5368808,39.079,0,0.032,0,0.032
550,53016,0.132,69912,0.171,8800,0.028,17600,0.072,5750632,33.471,5368808,44.082,0,0.032,0,0.032
550,53016,0.125,69912,0.167,8800,0.026,17600,0.065,5750632,31.804,5368808,44.701,0,0.033,0,0.037
560,54176,0.129,71872,0.19,8960,0.027,17920,0.083,5898584,41.951,5485416,44.883,0,0.038,0,0.04
560,54176,0.13,71872,0.174,8960,0.026,17920,0.086,5898584,42.957,5485416,44.653,0,0.037,0,0.033
560,54176,0.129,71872,0.173,8960,0.03,17920,0.096,5898584,42.581,5485416,43.056,0,0.033,0,0.034
560,54176,0.139,71872,0.179,8960,0.029,17920,0.097,5898584,34.968,5485416,48.991,0,0.034,0,0.033
560,54176,0.128,71872,0.177,8960,0.029,17920,0.082,5898584,34.604,5485416,42.149,0,0.033,0,0.038
570,54448,0.131,71760,0.184,9120,0.02,18240,0.067,5990744,44.347,5358744,48.509,0,0.034,0,0.041
570,54448,0.128,71760,0.188,9120,0.019,18240,0.081,5990744,40.814,5358744,54.781,0,0.05,0,0.034
570,54448,0.128,71760,0.193,9120,0.019,18240,0.068,5990744,36.192,5358744,54.754,0,0.034,0,0.038
570,54448,0.133,71760,0.183,9120,0.019,18240,0.101,5990744,38.189,5358744,40.126,0,0.033,0,0.04
570,54448,0.124,71760,0.194,9120,0.02,18240,0.115,5990744,33.451,5358744,46.654,0,0.034,0,0.041
580,56160,0.132,73984,0.198,9280,0.034,18560,0.115,6082904,41.669,5523944,42.15,0,0.034,0,0.04
580,56160,0.138,73984,0.189,9280,0.03,18560,0.132,6082904,35.291,5523944,47.569,0,0.042,0,0.035
580,56160,0.135,73984,0.188,9280,0.03,18560,0.073,6082904,38.889,5523944,42.064,0,0.034,0,0.034
580,56160,0.127,73984,0.199,9280,0.03,18560,0.075,6082904,47.507,5523944,40.584,0,0.035,0,0.042
580,56160,0.13,73984,0.194,9280,0.031,18560,0.091,6082904,53.33,5523944,43.734,0,0.035,0,0.034
590,57128,0.135,75496,0.201,9440,0.034,18880,0.071,6175064,39.382,5504456,41.08,0,0.035,0,0.041
590,57128,0.187,75496,0.181,9440,0.048,18880,0.08,6175064,35.049,5504456,46.055,0,0.04,0,0.035
590,57128,0.175,75496,0.188,9440,0.047,18880,0.078,6175064,35.574,5504456,42.567,0,0.035,0,0.035
590,57128,0.173,75496,0.182,9440,0.031,18880,0.079,6175064,42.289,5504456,48.101,0,0.035,0,0.04
590,57128,0.181,75496,0.193,9440,0.031,18880,0.069,6175064,35.386,5504456,58.386,0,0.035,0,0.035
600,57784,0.145,76280,0.198,9600,0.031,19200,0.078,6327464,45.829,5572816,71.794,0,0.036,0,0.042
600,57784,0.154,76280,0.19,9600,0.031,19200,0.07,6327464,39.244,5572816,53.816,0,0.041,0,0.035
600,57784,0.138,76280,0.183,9600,0.031,19200,0.08,6327464,36.845,5572816,63.14,0,0.035,0,0.041
600,57784,0.166,76280,0.19,9600,0.031,19200,0.079,6327464,42.788,5572816,84.591,0,0.036,0,0.035
600,57784,0.135,76280,0.187,9600,0.059,19200,0.076,6327464,45.656,5572816,91.546,0,0.036,0,0.035
610,58464,0.137,77120,0.203,9760,0.035,19520,0.071,6419624,58.363,5605800,83.89,0,0.036,0,0.043
610,58464,0.204,77120,0.186,9760,0.032,19520,0.078,6419624,49.639,5605800,48.431,0,0.044,0,0.036
610,58464,0.256,77120,0.185,9760,0.032,19520,0.071,6419624,44.027,5605800,50.024,0,0.036,0,0.041
610,58464,0.313,77120,0.192,9760,0.032,19520,0.081,6419624,36.434,5605800,58.159,0,0.037,0,0.036
610,58464,0.257,77120,0.227,9760,0.032,19520,0.078,6419624,42.308,5605800,56.003,0,0.045,0,0.036
620,60144,0.273,79312,0.214,9920,0.041,19840,0.083,6511784,37.195,5604960,49.576,0,0.046,0,0.043
620,60144,0.267,79312,0.191,9920,0.047,19840,0.072,6511784,39.325,5604960,58.839,0,0.047,0,0.042
620,60144,0.174,79312,0.205,9920,0.033,19840,0.078,6511784,43.023,5604960,54.012,0,0.05,0,0.036
620,60144,0.165,79312,0.19,9920,0.033,19840,0.073,6511784,65.636,5604960,55.042,0,0.036,0,0.036
620,60144,0.2,79312,0.196,9920,0.033,19840,0.077,6511784,60.647,5604960,91.07,0,0.038,0,0.037
630,60824,0.285,80152,0.217,10080,0.034,20160,0.073,6603944,40.19,5646064,128.976,0,0.04,0,0.05
630,60824,0.218,80152,0.21,10080,0.034,20160,0.085,6603944,40.709,5646064,86.606,0,0.038,0,0.039
630,60824,0.303,80152,0.211,10080,0.064,20160,0.168,6603944,39.889,5646064,90.949,0,0.045,0,0.038
630,60824,0.223,80152,0.191,10080,0.036,20160,0.096,6603944,49.838,5646064,72.014,0,0.038,0,0.037
630,60824,0.204,80152,0.191,10080,0.033,20160,0.083,6603944,38.843,5646064,115.423,0,0.04,0,0.037
640,61816,0.262,81720,0.217,10240,0.033,20480,0.078,6696104,45.518,5797208,117.938,0,0.039,0,0.05
640,61816,0.185,81720,0.203,10240,0.034,20480,0.085,6696104,42.436,5797208,89.255,0,0.054,0,0.038
640,61816,0.271,81720,0.204,10240,0.034,20480,0.087,6696104,45.447,5797208,85.479,0,0.048,0,0.038
640,61816,0.29,81720,0.197,10240,0.05,20480,0.084,6696104,56.411,5797208,60.929,0,0.048,0,0.039
640,61816,0.25,81720,0.197,10240,0.04,20480,0.092,6696104,54.274,5797208,67.967,0,0.047,0,0.043
650,62472,0.218,82504,0.229,10400,0.034,20800,0.124,6788264,43.149,5856624,59.863,0,0.052,0,0.045
650,62472,0.222,82504,0.211,10400,0.035,20800,0.125,6788264,57.044,5856624,52.876,0,0.048,0,0.038
650,62472,0.215,82504,0.201,10400,0.034,20800,0.122,6788264,44.709,5856624,59.491,0,0.049,0,0.038
650,62472,0.339,82504,0.2,10400,0.034,20800,0.124,6788264,43.078,5856624,128.902,0,0.048,0,0.044
650,62472,0.387,82504,0.206,10400,0.044,20800,0.126,6788264,43.71,5856624,198.466,0,0.049,0,0.038
660,62936,0.366,82840,0.215,10560,0.038,21120,0.143,6880424,42.328,5857072,180.848,0,0.052,0,0.047
660,62936,0.34,82840,0.213,10560,0.035,21120,0.171,6880424,45.803,5857072,77.213,0,0.048,0,0.039
660,62936,0.327,82840,0.201,10560,0.035,21120,0.135,6880424,41.535,5857072,63.276,0,0.059,0,0.045
660,62936,0.257,82840,0.2,10560,0.034,21120,0.155,6880424,51.546,5857072,80.106,0,0.048,0,0.039
660,62936,0.269,82840,0.207,10560,0.035,21120,0.16,6880424,62.457,5857072,71.878,0,0.048,0,0.04
670,64752,0.238,85136,0.218,10720,0.052,21440,0.14,6972584,69.388,5870064,52.5,0,0.048,0,0.047
670,64752,0.339,85136,0.218,10720,0.041,21440,0.168,6972584,42.717,5870064,59.936,0,0.051,0,0.045
670,64752,0.264,85136,0.203,10720,0.035,21440,0.16,6972584,45.702,5870064,51.415,0,0.053,0,0.04
670,64752,0.367,85136,0.209,10720,0.035,21440,0.14,6972584,56.721,5870064,55.11,0,0.048,0,0.041
670,64752,0.268,85136,0.204,10720,0.041,21440,0.157,6972584,47.001,5870064,55.271,0,0.056,0,0.04
680,65480,0.229,86088,0.232,10880,0.037,21760,0.146,7064744,50.479,5939336,59.497,0,0.041,0,0.053
680,65480,0.182,86088,0.207,10880,0.051,21760,0.155,7064744,50.692,5939336,73.89,0,0.047,0,0.041
680,65480,0.211,86088,0.213,10880,0.042,21760,0.161,7064744,45.277,5939336,94.888,0,0.04,0,0.04
680,65480,0.154,86088,0.206,10880,0.036,21760,0.139,7064744,47.889,5939336,71.416,0,0.048,0,0.041
680,65480,0.153,86088,0.206,10880,0.036,21760,0.159,7064744,53.294,5939336,55.709,0,0.04,0,0.045
690,66424,0.187,87544,0.247,11040,0.037,22080,0.165,7156904,53.363,5805272,72.182,0,0.086,0,0.048
690,66424,0.177,87544,0.225,11040,0.036,22080,0.145,7156904,81.566,5805272,74.384,0,0.051,0,0.04
690,66424,0.155,87544,0.219,11040,0.039,22080,0.181,7156904,47.043,5805272,174.138,0,0.05,0,0.041
690,66424,0.164,87544,0.224,11040,0.039,22080,0.167,7156904,58.802,5805272,98.391,0,0.052,0,0.046
690,66424,0.151,87544,0.237,11040,0.036,22080,0.153,7156904,79.847,5805272,94.399,0,0.052,0,0.041
700,67272,0.169,88776,0.24,11200,0.038,22400,0.163,7314376,98.685,6178360,89.328,0,0.053,0,0.049
700,67272,0.175,88776,0.22,11200,0.037,22400,0.167,7314376,50.65,6178360,90.684,0,0.052,0,0.046
700,67272,0.387,88776,0.212,11200,0.037,22400,0.142,7314376,59.608,6178360,90.749,0,0.052,0,0.042
700,67272,0.278,88776,0.223,11200,0.063,22400,0.166,7314376,54.534,6178360,99.576,0,0.052,0,0.041
700,67272,0.252,88776,0.222,11200,0.037,22400,0.167,7314376,62.105,6178360,114.593,0,0.052,0,0.042
710,68864,0.328,90464,0.243,11360,0.038,22720,0.144,7406536,53.871,6091840,65.853,0,0.07,0,0.055
710,68864,0.257,90464,0.233,11360,0.037,22720,0.164,7406536,67.716,6091840,72.744,0,0.073,0,0.042
710,68864,0.3,90464,0.226,11360,0.049,22720,0.166,7406536,61.988,6091840,112.94,0,0.055,0,0.042
710,68864,0.276,90464,0.234,11360,0.047,22720,0.144,7406536,50.134,6091840,111.995,0,0.052,0,0.042
710,68864,0.256,90464,0.231,11360,0.028,22720,0.168,7406536,53.759,6091840,94.887,0,0.054,0,0.049
720,69856,0.173,92032,0.242,11520,0.025,23040,0.17,7498696,52.728,6078344,108.483,0,0.054,0,0.051
720,69856,0.214,92032,0.226,11520,0.024,23040,0.158,7498696,62.891,6078344,92.802,0,0.054,0,0.043
720,69856,0.164,92032,0.222,11520,0.024,23040,0.165,7498696,60.096,6078344,90.503,0,0.053,0,0.043
720,69856,0.182,92032,0.224,11520,0.024,23040,0.171,7498696,53.475,6078344,148.157,0,0.054,0,0.048
720,69856,0.169,92032,0.219,11520,0.031,23040,0.146,7498696,63.982,6078344,127.378,0,0.054,0,0.043
730,70752,0.166,93376,0.244,11680,0.025,23360,0.172,4587144,51.326,6064008,94.852,0,0.068,0,0.052
730,70752,0.161,93376,0.231,11680,0.025,23360,0.174,4587144,56.169,6064008,95.399,0,0.051,0,0.051
730,70752,0.241,93376,0.242,11680,0.025,23360,0.148,4587144,51.616,6064008,70.246,0,0.074,0,0.044
730,70752,0.169,93376,0.233,11680,0.025,23360,0.167,4587144,54.452,6064008,64.853,0,0.052,0,0.043
730,70752,0.161,93376,0.241,11680,0.034,23360,0.171,4587144,48.36,6064008,94.703,0,0.052,0,0.043
740,71552,0.183,94496,0.265,11840,0.083,23680,0.149,4621400,55.281,6096152,99.159,0,0.055,0,0.056
740,71552,0.168,94496,0.249,11840,0.037,23680,0.172,4621400,50.781,6096152,91.899,0,0.066,0,0.044
740,71552,0.162,94496,0.238,11840,0.036,23680,0.175,4621400,59.365,6096152,100.57,0,0.054,0,0.044
740,71552,0.173,94496,0.246,11840,0.034,23680,0.157,4621400,56.803,6096152,110.658,0,0.053,0,0.044
740,71552,0.167,94496,0.239,11840,0.034,23680,0.179,4621400,54.223,6096152,120.499,0,0.055,0,0.049
750,71848,0.172,94440,0.25,12000,0.034,24000,0.171,4753592,56.492,6262584,99.065,0,0.055,0,0.052
750,71848,0.172,94440,0.238,12000,0.035,24000,0.177,4753592,54.787,6262584,96.41,0,0.055,0,0.045
750,71848,0.168,94440,0.227,12000,0.044,24000,0.153,4753592,57.248,6262584,92.138,0,0.063,0,0.049
750,71848,0.17,94440,0.298,12000,0.033,24000,0.171,4753592,54.96,6262584,140.182,0,0.055,0,0.047
750,71848,0.166,94440,0.411,12000,0.036,24000,0.177,4753592,56.903,6262584,89.648,0,0.055,0,0.044
760,72768,0.173,95840,0.408,12160,0.034,24320,0.153,4754728,54.178,6217448,69.056,0,0.054,0,0.053
760,72768,0.181,95840,0.431,12160,0.034,24320,0.088,4754728,55.314,6217448,97.732,0,0.046,0,0.051
760,72768,0.17,95840,0.411,12160,0.035,24320,0.087,4754728,54.155,6217448,110.239,0,0.045,0,0.045
760,72768,0.171,95840,0.397,12160,0.036,24320,0.124,4754728,55.25,6217448,106.489,0,0.105,0,0.045
760,72768,0.174,95840,0.385,12160,0.037,24320,0.091,4754728,57.63,6217448,113.129,0,0.058,0,0.05
770,74688,0.174,98208,0.406,12320,0.036,24640,0.119,4852080,54.266,6396816,103.276,0,0.046,0,0.054
770,74688,0.174,98208,0.399,12320,0.039,24640,0.139,4852080,64.667,6396816,117.898,0,0.048,0,0.045
770,74688,0.18,98208,0.395,12320,0.038,24640,0.099,4852080,85.692,6396816,104.083,0,0.052,0,0.046
770,74688,0.171,98208,0.402,12320,0.035,24640,0.101,4852080,74.23,6396816,137.881,0,0.05,0,0.051
770,74688,0.172,98208,0.388,12320,0.035,24640,0.088,4852080,58.462,6396816,132.785,0,0.055,0,0.046
780,75512,0.177,99384,0.457,12480,0.036,24960,0.089,4847624,61.283,6338632,88.674,0,0.047,0,0.056
780,75512,0.173,99384,0.42,12480,0.035,24960,0.091,4847624,58.663,6338632,71.146,0,0.046,0,0.051
780,75512,0.284,99384,0.394,12480,0.036,24960,0.089,4847624,61.994,6338632,176.323,0,0.046,0,0.046
780,75512,0.274,99384,0.38,12480,0.036,24960,0.094,4847624,57.654,6338632,122.456,0,0.059,0,0.046
780,75512,0.283,99384,0.421,12480,0.036,24960,0.089,4847624,62.593,6338632,113.591,0,0.046,0,0.046
790,76288,0.188,100448,0.433,12640,0.039,25280,0.09,4899016,66.351,6410760,115.573,0,0.047,0,0.061
790,76288,0.175,100448,0.396,12640,0.038,25280,0.089,4899016,57.535,6410760,124.193,0,0.047,0,0.048
790,76288,0.182,100448,0.396,12640,0.039,25280,0.095,4899016,64.926,6410760,134.764,0,0.054,0,0.046
790,76288,0.175,100448,0.393,12640,0.04,25280,0.098,4899016,61.975,6410760,167.892,0,0.053,0,0.052
790,76288,0.169,100448,0.397,12640,0.088,25280,0.098,4899016,58.82,6410760,189.118,0,0.052,0,0.047
800,76944,0.183,101232,0.424,12800,0.046,25600,0.091,4834248,62.211,6211848,108.501,0,0.047,0,0.056
800,76944,0.172,101232,0.407,12800,0.045,25600,0.091,4834248,64.773,6211848,115.526,0,0.054,0,0.053
800,76944,0.175,101232,0.414,12800,0.041,25600,0.091,4834248,65.2,6211848,110.564,0,0.052,0,0.047
800,76944,0.176,101232,0.403,12800,0.042,25600,0.091,4834248,69.167,6211848,111.243,0,0.047,0,0.048
800,76944,0.173,101232,0.393,12800,0.058,25600,0.097,4834248,61.752,6211848,121.598,0,0.047,0,0.048
810,77864,0.177,102632,0.439,12960,0.044,25920,0.092,5018024,68.788,6491112,158.783,0,0.059,0,0.062
810,77864,0.188,102632,0.419,12960,0.062,25920,0.092,5018024,67.283,6491112,111.546,0,0.048,0,0.048
810,77864,0.176,102632,0.425,12960,0.034,25920,0.092,5018024,62.497,6491112,119.994,0,0.049,0,0.048
810,77864,0.18,102632,0.415,12960,0.05,25920,0.092,5018024,66.73,6491112,133.238,0,0.05,0,0.053
810,77864,0.182,102632,0.412,12960,0.09,25920,0.098,5018024,67.338,6491112,87.61,0,0.054,0,0.048
820,78544,0.18,103472,0.422,13120,0.034,26240,0.093,5020456,64.549,6449000,82.529,0,0.053,0,0.056
820,78544,0.182,103472,0.314,13120,0.052,26240,0.092,5020456,66.016,6449000,112.735,0,0.049,0,0.054
820,78544,0.181,103472,0.276,13120,0.083,26240,0.096,5020456,67.849,6449000,134.667,0,0.056,0,0.049
820,78544,0.176,103472,0.275,13120,0.04,26240,0.093,5020456,59.88,6449000,120.563,0,0.053,0,0.049
820,78544,0.188,103472,0.267,13120,0.048,26240,0.092,5020456,65.528,6449000,124.315,0,0.048,0,0.056
830,80496,0.267,105808,0.293,13280,0.047,26560,0.105,5065104,63.73,6505392,146.504,0,0.049,0,0.058
830,80496,0.187,105808,0.267,13280,0.047,26560,0.094,5065104,64.148,6505392,155.789,0,0.061,0,0.049
830,80496,0.191,105808,0.284,13280,0.043,26560,0.093,5065104,68.775,6505392,141.683,0,0.049,0,0.049
830,80496,0.237,105808,0.268,13280,0.044,26560,0.095,5065104,60.617,6505392,127.556,0,0.052,0,0.055
830,80496,0.182,105808,0.289,13280,0.029,26560,0.096,5065104,64.596,6505392,118.397,0,0.05,0,0.05
840,81176,0.197,106648,0.288,13440,0.05,26880,0.104,5074928,84.254,6480528,86.008,0,0.061,0,0.059
840,81176,0.254,106648,0.265,13440,0.03,26880,0.097,5074928,89.01,6480528,82.258,0,0.058,0,0.055
840,81176,0.338,106648,0.259,13440,0.029,26880,0.096,5074928,70.433,6480528,86.135,0,0.05,0,0.05
840,81176,0.32,106648,0.275,13440,0.051,26880,0.1,5074928,63.278,6480528,78.963,0,0.058,0,0.05
840,81176,0.313,106648,0.274,13440,0.045,26880,0.096,5074928,69.767,6480528,80.32,0,0.057,0,0.055
850,82240,0.324,108384,0.293,13600,0.051,27200,0.097,5123584,74.372,6546272,92.967,0,0.051,0,0.061
850,82240,0.338,108384,0.266,13600,0.048,27200,0.102,5123584,63.74,6546272,96.799,0,0.051,0,0.05
850,82240,0.328,108384,0.277,13600,0.038,27200,0.096,5123584,84.316,6546272,90.134,0,0.056,0,0.055
850,82240,0.337,108384,0.273,13600,0.054,27200,0.096,5123584,68.974,6546272,86.137,0,0.053,0,0.05
850,82240,0.207,108384,0.259,13600,0.044,27200,0.096,5123584,67.071,6546272,93.332,0,0.08,0,0.05
860,82920,0.203,109224,0.291,13760,0.044,27520,0.097,5127288,69.345,6507128,83.553,0,0.053,0,0.066
860,82920,0.202,109224,0.27,13760,0.044,27520,0.105,5127288,74.631,6507128,81.931,0,0.059,0,0.051
860,82920,0.194,109224,0.275,13760,0.047,27520,0.097,5127288,67.184,6507128,82.779,0,0.051,0,0.051
860,82920,0.196,109224,0.281,13760,0.041,27520,0.098,5127288,68.151,6507128,82.968,0,0.051,0,0.056
860,82920,0.191,109224,0.279,13760,0.055,27520,0.098,5127288,72.479,6507128,86.471,0,0.077,0,0.051
870,83312,0.2,109392,0.292,13920,0.062,27840,0.099,5182976,77.333,6589280,86.664,0,0.078,0,0.062
870,83312,0.202,109392,0.273,13920,0.037,27840,0.104,5182976,73.488,6589280,100.24,0,0.06,0,0.057
870,83312,0.203,109392,0.279,13920,0.052,27840,0.098,5182976,82.094,6589280,101.882,0,0.052,0,0.051
870,83312,0.197,109392,0.269,13920,0.03,27840,0.098,5182976,77.959,6589280,121.172,0,0.061,0,0.051
870,83312,0.19,109392,0.264,13920,0.058,27840,0.117,5182976,72.892,6589280,92.394,0,0.051,0,0.057
880,84352,0.206,111072,0.292,14080,0.078,28160,0.102,5290056,77.579,6681096,89.302,0,0.052,0,0.061
880,84352,0.407,111072,0.276,14080,0.036,28160,0.1,5290056,74.224,6681096,88.324,0,0.053,0,0.052
880,84352,0.382,111072,0.268,14080,0.05,28160,0.108,5290056,73.246,6681096,104.77,0,0.062,0,0.057
880,84352,0.36,111072,0.284,14080,0.056,28160,0.105,5290056,77.529,6681096,167.903,0,0.052,0,0.052
880,84352,0.31,111072,0.308,14080,0.064,28160,0.099,5290056,73.414,6681096,89.627,0,0.056,0,0.053
890,86064,0.32,112720,0.307,14240,0.046,28480,0.1,5307152,72.398,6673200,100.999,0,0.071,0,0.068
890,86064,0.43,112720,0.288,14240,0.064,28480,0.1,5307152,77.21,6673200,103.768,0,0.064,0,0.052
890,86064,0.37,112720,0.285,14240,0.049,28480,0.107,5307152,80.204,6673200,116.903,0,0.065,0,0.052
890,86064,0.322,112720,0.286,14240,0.055,28480,0.101,5307152,88.912,6673200,117.235,0,0.053,0,0.06
890,86064,0.312,112720,0.29,14240,0.099,28480,0.102,5307152,134.57,6673200,103.04,0,0.063,0,0.065
900,87176,0.202,114568,0.313,14400,0.157,28800,0.101,5288752,139.019,6582480,101.341,0,0.057,0,0.064
900,87176,0.216,114568,0.296,14400,0.047,28800,0.101,5288752,74.356,6582480,101.178,0,0.054,0,0.061
900,87176,0.207,114568,0.295,14400,0.046,28800,0.107,5288752,77.564,6582480,91.792,0,0.054,0,0.053
900,87176,0.202,114568,0.285,14400,0.046,28800,0.101,5288752,76.81,6582480,90.882,0,0.062,0,0.053
900,87176,0.201,114568,0.295,14400,0.047,28800,0.101,5288752,70.647,6582480,100.507,0,0.053,0,0.058
910,87856,0.203,115408,0.31,14560,0.054,29120,0.102,5374920,78.772,6735752,93.555,0,0.055,0,0.065
910,87856,0.202,115408,0.285,14560,0.058,29120,0.102,5374920,79.342,6735752,108.287,0,0.09,0,0.054
910,87856,0.203,115408,0.292,14560,0.048,29120,0.109,5374920,79.693,6735752,115.32,0,0.054,0,0.063
910,87856,0.202,115408,0.293,14560,0.047,29120,0.104,5374920,78.178,6735752,132.29,0,0.056,0,0.08
910,87856,0.208,115408,0.296,14560,0.059,29120,0.102,5374920,73.02,6735752,127.317,0,0.054,0,0.058
920,88464,0.214,116080,0.318,14720,0.05,29440,0.103,5390336,79.075,6723936,111.886,0,0.113,0,0.076
920,88464,0.335,116080,0.296,14720,0.047,29440,0.102,5390336,101.246,6723936,94.684,0,0.057,0,0.057
920,88464,0.338,116080,0.299,14720,0.109,29440,0.103,5390336,103.491,6723936,105.729,0,0.055,0,0.056
920,88464,0.2,116080,0.292,14720,0.093,29440,0.109,5390336,112.875,6723936,100.012,0,0.061,0,0.068
920,88464,0.211,116080,0.3,14720,0.05,29440,0.103,5390336,91.071,6723936,100.436,0,0.055,0,0.056
930,89384,0.206,117480,0.317,14880,0.056,29760,0.105,5418688,92.648,6742304,101.064,0,0.056,0,0.065
